Name,URL of sub-project,Contributors,# of test files,# of test units,# of test units with mocks,Total # of more than one class mocked per test,Mocks of other mocks
apache/submarine,"https://github.com/apache/submarine/tree/master/submarine-workbench/interpreter/spark-interpreter/
",60,2,10,0,0,0
apache/syncope,"https://github.com/apache/syncope/tree/master/core/provisioning-api/
",34,25,75,15,2,0
apache/syncope,"https://github.com/apache/syncope/tree/master/core/provisioning-java/
",34,9,17,5,1,1
apache/syncope,"https://github.com/apache/syncope/tree/master/client/idrepo/console/
",34,5,4,0,0,0
apache/syncope,"https://github.com/apache/syncope/tree/master/client/idrepo/enduser/
",34,2,2,0,0,0
apache/syncope,"https://github.com/apache/syncope/tree/master/core/idrepo/rest-cxf/
",34,1,6,0,0,0
apache/syncope,"https://github.com/apache/syncope/tree/master/ext/elasticsearch/persistence-jpa/
",34,1,4,3,1,0
apache/tez,"https://github.com/apache/tez/tree/master/tez-api/
",45,0,0,0,0,0
apache/tez,"https://github.com/apache/tez/tree/master/tez-common/
",45,0,0,0,0,0
apache/tez,"https://github.com/apache/tez/tree/master/tez-dag/
",45,4,0,0,0,0
apache/tez,"https://github.com/apache/tez/tree/master/tez-ext-service-tests/
",45,0,0,0,0,0
apache/tez,"https://github.com/apache/tez/tree/master/tez-mapreduce/
",45,2,0,0,0,0
apache/tez,"https://github.com/apache/tez/tree/master/tez-runtime-internals/
",45,0,0,0,0,0
apache/tez,"https://github.com/apache/tez/tree/master/tez-runtime-library/
",45,0,0,0,0,0
apache/tez,"https://github.com/apache/tez/tree/master/tez-plugins/tez-aux-services/
",45,0,0,0,0,0
apache/tez,"https://github.com/apache/tez/tree/master/tez-plugins/tez-history-parser/
",45,0,0,0,0,0
apache/tez,"https://github.com/apache/tez/tree/master/tez-plugins/tez-protobuf-history-plugin/
",45,0,0,0,0,0
apache/tez,"https://github.com/apache/tez/tree/master/tez-plugins/tez-yarn-timeline-history-with-acls/
",45,0,0,0,0,0
apache/tez,"https://github.com/apache/tez/tree/master/tez-plugins/tez-yarn-timeline-history-with-fs/
",45,0,0,0,0,0
apache/tez,"https://github.com/apache/tez/tree/master/tez-plugins/tez-yarn-timeline-history/
",45,0,0,0,0,0
apache/tez,"https://github.com/apache/tez/tree/master/tez-tools/analyzers/job-analyzer/
",45,0,0,0,0,0
apache/tinkerpop,"https://github.com/apache/tinkerpop/tree/master/gremlin-annotations/
",148,1,5,0,0,0
apache/tinkerpop,"https://github.com/apache/tinkerpop/tree/master/gremlin-core/
",148,226,1005,58,10,0
apache/tinkerpop,"https://github.com/apache/tinkerpop/tree/master/gremlin-driver/
",148,26,161,1,0,0
apache/tinkerpop,"https://github.com/apache/tinkerpop/tree/master/gremlin-test/
",148,2,2,0,0,0
apache/tomee,"https://github.com/apache/tomee/tree/master/arquillian/arquillian-openejb-embedded/
",108,20,30,0,0,0
apache/tomee,"https://github.com/apache/tomee/tree/master/examples/deltaspike-fullstack/
",108,2,4,0,0,0
apache/tomee,"https://github.com/apache/tomee/tree/master/examples/mtom/
",108,3,1,0,0,0
apache/tomee,"https://github.com/apache/tomee/tree/master/examples/rest-applicationcomposer-mockito/
",108,1,1,1,0,0
apache/tomee,"https://github.com/apache/tomee/tree/master/utils/openejb-mockito/
",108,2,4,4,0,0
apache/tomee,"https://github.com/apache/tomee/tree/master/arquillian/arquillian-tomee-tests/arquillian-tomee-webprofile-tests/
",108,67,171,3,0,0
apache/wicket,"https://github.com/apache/wicket/tree/master/wicket-core/
",88,473,1975,38,25,0
apache/wicket,"https://github.com/apache/wicket/tree/master/wicket-ioc/
",88,6,13,0,0,0
apache/zeppelin,"https://github.com/apache/zeppelin/tree/master/alluxio/
",323,1,23,0,0,0
apache/zeppelin,"https://github.com/apache/zeppelin/tree/master/cassandra/
",323,2,57,4,0,0
apache/zeppelin,"https://github.com/apache/zeppelin/tree/master/geode/
",323,1,9,3,0,0
apache/zeppelin,"https://github.com/apache/zeppelin/tree/master/jdbc/
",323,4,44,0,0,0
apache/zeppelin,"https://github.com/apache/zeppelin/tree/master/ksql/
",323,1,2,2,0,0
apache/zeppelin,"https://github.com/apache/zeppelin/tree/master/python/
",323,7,31,0,0,0
apache/zeppelin,"https://github.com/apache/zeppelin/tree/master/rlang/
",323,3,5,0,0,0
apache/zeppelin,"https://github.com/apache/zeppelin/tree/master/sap/
",323,2,12,0,0,0
apache/zeppelin,"https://github.com/apache/zeppelin/tree/master/shell/
",323,4,6,0,0,0
apache/zeppelin,"https://github.com/apache/zeppelin/tree/master/submarine/
",323,7,22,0,0,0
apache/zeppelin,"https://github.com/apache/zeppelin/tree/master/zeppelin-interpreter-integration/
",323,11,60,0,0,0
apache/zeppelin,"https://github.com/apache/zeppelin/tree/master/zeppelin-interpreter/
",323,31,99,3,0,0
apache/zeppelin,"https://github.com/apache/zeppelin/tree/master/zeppelin-jupyter-interpreter/
",323,2,5,0,0,0
apache/zeppelin,"https://github.com/apache/zeppelin/tree/master/zeppelin-server/
",323,31,142,6,4,0
apache/zeppelin,"https://github.com/apache/zeppelin/tree/master/zeppelin-zengine/
",323,40,235,28,3,0
apache/zeppelin,"https://github.com/apache/zeppelin/tree/master/flink/flink-scala-parent/
",323,7,50,0,0,0
apache/zeppelin,"https://github.com/apache/zeppelin/tree/master/spark/interpreter/
",323,11,39,6,0,0
apache/zeppelin,"https://github.com/apache/zeppelin/tree/master/zeppelin-plugins/launcher/docker/
",323,1,3,0,0,0
apache/zookeeper,"https://github.com/apache/zookeeper/tree/master/zookeeper-server/
",157,313,1296,41,17,0
apache/zookeeper,"https://github.com/apache/zookeeper/tree/master/zookeeper-contrib/zookeeper-contrib-loggraph/
",157,3,4,2,0,0
apache/zookeeper,"https://github.com/apache/zookeeper/tree/master/zookeeper-metrics-providers/zookeeper-prometheus-metrics/
",157,3,22,0,0,0
apiman/apiman-plugins,"https://github.com/apiman/apiman-plugins/tree/master/cors-policy/
",15,2,16,0,0,0
apiman/apiman-plugins,"https://github.com/apiman/apiman-plugins/tree/master/http-security-policy/
",15,1,2,0,0,0
apiman/apiman-plugins,"https://github.com/apiman/apiman-plugins/tree/master/jwt-policy/
",15,1,15,0,0,0
apiman/apiman-plugins,"https://github.com/apiman/apiman-plugins/tree/master/keycloak-oauth-policy/
",15,3,22,0,0,0
apiman/apiman-plugins,"https://github.com/apiman/apiman-plugins/tree/master/simple-header-policy/
",15,1,18,6,0,0
apiman/apiman-plugins,"https://github.com/apiman/apiman-plugins/tree/master/soap-authorization-policy/
",15,2,11,0,0,0
apiman/apiman-plugins,"https://github.com/apiman/apiman-plugins/tree/master/timeout-policy/
",15,1,6,0,0,0
apsaradb/galaxysql,"https://github.com/apsaradb/galaxysql/tree/master/polardbx-executor/
",13,59,197,6,0,0
aramrami/owasp-csrfguard,"https://github.com/aramrami/owasp-csrfguard/tree/master/csrfguard/
",21,4,18,0,0,0
arcbees/gwtp,"https://github.com/arcbees/gwtp/tree/master/gwtp-core/gwtp-dispatch-rest/
",44,20,75,12,3,0
arcbees/gwtp,"https://github.com/arcbees/gwtp/tree/master/gwtp-core/gwtp-mvp-client/
",44,11,85,7,0,0
arcbees/gwtp,"https://github.com/arcbees/gwtp/tree/master/gwtp-core/gwtp-mvp-shared/
",44,2,15,2,0,0
arcbees/gwtp,"https://github.com/arcbees/gwtp/tree/master/gwtp-core/gwtp-tester/
",44,1,4,0,0,0
arcbees/jukito,"https://github.com/arcbees/jukito/tree/master/jukito/
",15,28,128,2,0,0
arkcase/arkcase,"https://github.com/arkcase/arkcase/tree/master/acm-services/acm-service-calendar-integration-exchange/
",43,1,5,4,4,0
arkcase/arkcase,"https://github.com/arkcase/arkcase/tree/master/acm-services/acm-service-comprehend-medical/
",43,1,1,0,0,0
arkcase/arkcase,"https://github.com/arkcase/arkcase/tree/master/acm-services/acm-service-compress-folder/
",43,2,7,0,0,0
arkcase/arkcase,"https://github.com/arkcase/arkcase/tree/master/acm-services/acm-service-config/
",43,5,11,0,0,0
arkcase/arkcase,"https://github.com/arkcase/arkcase/tree/master/acm-services/acm-service-ecm/
",43,32,107,6,0,0
arkcase/arkcase,"https://github.com/arkcase/arkcase/tree/master/acm-services/acm-service-email-smtp/
",43,1,5,3,2,0
arkcase/arkcase,"https://github.com/arkcase/arkcase/tree/master/acm-services/acm-service-email/
",43,5,6,1,1,0
arkcase/arkcase,"https://github.com/arkcase/arkcase/tree/master/acm-services/acm-service-ms-outlook-integration/
",43,1,1,1,0,0
arkcase/arkcase,"https://github.com/arkcase/arkcase/tree/master/acm-services/acm-service-notification/
",43,10,27,0,0,0
arkcase/arkcase,"https://github.com/arkcase/arkcase/tree/master/acm-services/acm-service-object-lock/
",43,2,9,0,0,0
arkcase/arkcase,"https://github.com/arkcase/arkcase/tree/master/acm-services/acm-service-ocr/
",43,6,22,10,7,0
arkcase/arkcase,"https://github.com/arkcase/arkcase/tree/master/acm-services/acm-service-transcribe/
",43,9,49,21,19,0
arkcase/arkcase,"https://github.com/arkcase/arkcase/tree/master/acm-services/acm-service-users/
",43,22,86,11,5,0
arkcase/arkcase,"https://github.com/arkcase/arkcase/tree/master/acm-tool-integrations/acm-comprehend-medical/
",43,1,8,8,3,0
arkcase/arkcase,"https://github.com/arkcase/arkcase/tree/master/acm-tool-integrations/acm-configuration/
",43,2,11,0,0,0
arkcase/arkcase,"https://github.com/arkcase/arkcase/tree/master/acm-tool-integrations/acm-transcribe-tool/
",43,1,6,6,6,0
arkcase/arkcase,"https://github.com/arkcase/arkcase/tree/master/acm-plugins/acm-default-plugins/acm-admin-plugin/
",43,3,8,4,2,0
arkcase/arkcase,"https://github.com/arkcase/arkcase/tree/master/acm-plugins/acm-default-plugins/acm-case-file-plugin/
",43,19,36,0,0,0
arkcase/arkcase,"https://github.com/arkcase/arkcase/tree/master/acm-plugins/acm-default-plugins/acm-category-plugin/
",43,0,0,0,0,0
arkcase/arkcase,"https://github.com/arkcase/arkcase/tree/master/acm-plugins/acm-default-plugins/acm-consultation-plugin/
",43,5,30,0,0,0
arkcase/arkcase,"https://github.com/arkcase/arkcase/tree/master/acm-plugins/acm-default-plugins/acm-object-association-plugin/
",43,1,1,0,0,0
arquillian/arquillian-container-osgi,"https://github.com/arquillian/arquillian-container-osgi/tree/master/protocol/
",16,0,0,0,0,0
arquillian/arquillian-cube,"https://github.com/arquillian/arquillian-cube/tree/master/core/
",49,15,64,14,6,0
arquillian/arquillian-cube,"https://github.com/arquillian/arquillian-cube/tree/master/docker/docker/
",49,35,197,65,30,0
arquillian/arquillian-cube,"https://github.com/arquillian/arquillian-cube/tree/master/docker/drone/
",49,3,22,19,11,0
arquillian/arquillian-cube,"https://github.com/arquillian/arquillian-cube/tree/master/docker/reporter/
",49,3,21,0,0,0
arquillian/arquillian-cube,"https://github.com/arquillian/arquillian-cube/tree/master/docker/restassured/
",49,2,14,0,0,0
arquillian/arquillian-cube,"https://github.com/arquillian/arquillian-cube/tree/master/kubernetes/reporter/
",49,1,8,5,0,0
arquillian/arquillian-cube,"https://github.com/arquillian/arquillian-cube/tree/master/openshift/openshift/
",49,2,8,0,0,0
arquillian/arquillian-cube,"https://github.com/arquillian/arquillian-cube/tree/master/kubernetes/istio/istio/
",49,2,8,5,0,0
arquillian/arquillian-extension-drone,"https://github.com/arquillian/arquillian-extension-drone/tree/master/drone-configuration/
",27,0,0,0,0,0
arquillian/arquillian-extension-drone,"https://github.com/arquillian/arquillian-extension-drone/tree/master/drone-impl/
",27,3,14,0,0,0
arquillian/arquillian-extension-drone,"https://github.com/arquillian/arquillian-extension-drone/tree/master/drone-webdriver/
",27,13,33,0,0,0
arquillian/arquillian-extension-drone,"https://github.com/arquillian/arquillian-extension-drone/tree/master/extension/arquillian-drone-appium-extension/
",27,2,3,0,0,0
arquillian/arquillian-extension-jacoco,"https://github.com/arquillian/arquillian-extension-jacoco/tree/master/arquillian-jacoco/
",18,2,7,0,0,0
arquillian/arquillian-extension-persistence,"https://github.com/arquillian/arquillian-extension-persistence/tree/master/core/
",18,15,89,11,0,0
arquillian/arquillian-extension-persistence,"https://github.com/arquillian/arquillian-extension-persistence/tree/master/dbunit/
",18,10,27,0,0,0
arquillian/arquillian-extension-warp,"https://github.com/arquillian/arquillian-extension-warp/tree/master/api/
",14,0,0,0,0,0
arquillian/arquillian-extension-warp,"https://github.com/arquillian/arquillian-extension-warp/tree/master/impl/
",14,2,3,0,0,0
arquillian/arquillian-governor,"https://github.com/arquillian/arquillian-governor/tree/master/github/
",9,3,13,0,0,0
arquillian/arquillian-governor,"https://github.com/arquillian/arquillian-governor/tree/master/impl/
",9,1,1,0,0,0
arquillian/arquillian-governor,"https://github.com/arquillian/arquillian-governor/tree/master/jira/
",9,3,14,0,0,0
arquillian/arquillian-governor,"https://github.com/arquillian/arquillian-governor/tree/master/redmine/
",9,2,6,0,0,0
arquillian/arquillian-graphene,"https://github.com/arquillian/arquillian-graphene/tree/master/ftest/
",25,19,81,0,0,0
arquillian/arquillian-graphene,"https://github.com/arquillian/arquillian-graphene/tree/master/impl/
",25,4,0,0,0,0
asgardeo/asgardeo-java-oidc-sdk,"https://github.com/asgardeo/asgardeo-java-oidc-sdk/tree/master/io.asgardeo.java.oidc.sdk/
",14,9,36,8,4,0
asqatasun/asqatasun,"https://github.com/asqatasun/asqatasun/tree/master/engine/crawler/
",28,0,0,0,0,0
asqatasun/asqatasun,"https://github.com/asqatasun/asqatasun/tree/master/server/asqatasun-server/
",28,0,0,0,0,0
athenz/athenz,"https://github.com/athenz/athenz/tree/master/libs/java/auth_core/
",51,44,455,41,5,0
atmosphere/nettosphere,"https://github.com/atmosphere/nettosphere/tree/master/server/
",11,4,33,0,0,0
atomashpolskiy/bt,"https://github.com/atomashpolskiy/bt/tree/master/bt-bencoding/
",15,3,32,0,0,0
atomashpolskiy/bt,"https://github.com/atomashpolskiy/bt/tree/master/bt-http-tracker-client/
",15,1,2,0,0,0
atomashpolskiy/bt,"https://github.com/atomashpolskiy/bt/tree/master/bt-tests/
",15,27,166,0,0,0
avanzabank/astrix,"https://github.com/avanzabank/astrix/tree/master/astrix-gs/
",14,5,20,3,0,0
avanzabank/astrix,"https://github.com/avanzabank/astrix/tree/master/astrix-integration-tests/
",14,12,42,0,0,0
avanzabank/astrix,"https://github.com/avanzabank/astrix/tree/master/astrix-metrics/
",14,1,2,0,0,0
avanzabank/astrix,"https://github.com/avanzabank/astrix/tree/master/astrix-remoting/
",14,5,59,1,0,0
avanzabank/astrix,"https://github.com/avanzabank/astrix/tree/master/doc-snippets/
",14,6,7,2,0,0
avanzabank/astrix,"https://github.com/avanzabank/astrix/tree/master/examples/lunch-tests/
",14,2,2,1,0,0
aws/aws-sdk-java,"https://github.com/aws/aws-sdk-java/tree/master/aws-java-sdk-core/
",151,205,1239,95,10,0
aws/aws-sdk-java,"https://github.com/aws/aws-sdk-java/tree/master/aws-java-sdk-dynamodb/
",151,1,0,0,0,0
aws/aws-sdk-java,"https://github.com/aws/aws-sdk-java/tree/master/aws-java-sdk-stepfunctions/
",151,11,161,1,0,0
aws/aws-sdk-java-v2,"https://github.com/aws/aws-sdk-java-v2/tree/master/codegen-lite/
",82,3,28,0,0,0
aws/aws-sdk-java-v2,"https://github.com/aws/aws-sdk-java-v2/tree/master/codegen/
",82,33,216,10,3,0
aws/aws-sdk-java-v2,"https://github.com/aws/aws-sdk-java-v2/tree/master/utils/
",82,34,232,4,1,0
aws/aws-sdk-java-v2,"https://github.com/aws/aws-sdk-java-v2/tree/master/core/auth-crt/
",82,9,42,5,0,0
aws/aws-sdk-java-v2,"https://github.com/aws/aws-sdk-java-v2/tree/master/core/auth/
",82,29,118,9,2,0
aws/aws-sdk-java-v2,"https://github.com/aws/aws-sdk-java-v2/tree/master/core/aws-core/
",82,16,72,10,0,0
aws/aws-sdk-java-v2,"https://github.com/aws/aws-sdk-java-v2/tree/master/core/json-utils/
",82,1,20,0,0,0
aws/aws-sdk-java-v2,"https://github.com/aws/aws-sdk-java-v2/tree/master/core/metrics-spi/
",82,6,23,0,0,0
aws/aws-sdk-java-v2,"https://github.com/aws/aws-sdk-java-v2/tree/master/core/regions/
",82,13,54,4,0,0
aws/aws-sdk-java-v2,"https://github.com/aws/aws-sdk-java-v2/tree/master/core/sdk-core/
",82,107,488,97,30,1
aws/aws-sdk-java-v2,"https://github.com/aws/aws-sdk-java-v2/tree/master/http-clients/aws-crt-client/
",82,9,22,4,1,0
aws/aws-sdk-java-v2,"https://github.com/aws/aws-sdk-java-v2/tree/master/http-clients/netty-nio-client/
",82,67,297,97,9,0
aws/aws-sdk-java-v2,"https://github.com/aws/aws-sdk-java-v2/tree/master/services-custom/dynamodb-enhanced/
",82,129,1161,79,11,0
aws/aws-sdk-java-v2,"https://github.com/aws/aws-sdk-java-v2/tree/master/services-custom/s3-transfer-manager/
",82,36,126,29,0,0
aws/aws-sdk-java-v2,"https://github.com/aws/aws-sdk-java-v2/tree/master/test/codegen-generated-classes-test/
",82,46,194,36,0,0
aws/aws-sdk-java-v2,"https://github.com/aws/aws-sdk-java-v2/tree/master/test/protocol-tests/
",82,46,192,16,2,0
aws/aws-sdk-java-v2,"https://github.com/aws/aws-sdk-java-v2/tree/master/test/test-utils/
",82,12,46,8,0,0
aws/aws-sdk-java-v2,"https://github.com/aws/aws-sdk-java-v2/tree/master/core/protocols/aws-cbor-protocol/
",82,1,2,0,0,0
aws/aws-sdk-java-v2,"https://github.com/aws/aws-sdk-java-v2/tree/master/core/protocols/aws-json-protocol/
",82,4,33,0,0,0
aws/aws-sdk-java-v2,"https://github.com/aws/aws-sdk-java-v2/tree/master/core/protocols/aws-xml-protocol/
",82,3,18,4,0,0
awslabs/aws-athena-query-federation,"https://github.com/awslabs/aws-athena-query-federation/tree/master/athena-elasticsearch/
",37,10,35,7,3,0
awslabs/aws-athena-query-federation,"https://github.com/awslabs/aws-athena-query-federation/tree/master/athena-federation-sdk/
",37,43,153,19,4,0
awslabs/aws-glue-data-catalog-client-for-apache-hive-metastore,"https://github.com/awslabs/aws-glue-data-catalog-client-for-apache-hive-metastore/tree/master/aws-glue-datacatalog-client-common/
",9,14,219,74,5,0
awslabs/aws-glue-data-catalog-client-for-apache-hive-metastore,"https://github.com/awslabs/aws-glue-data-catalog-client-for-apache-hive-metastore/tree/master/aws-glue-datacatalog-spark-client/
",9,7,149,16,0,0
